proposition_id,fifa_match_id,stage,group_label,home_team,away_team,kickoff_at_utc,window_start_at_utc,window_end_at_utc,proposition_type,yes_represents,no_represents,condition_id,yes_token_id,no_token_id,market_structure,exchange_address,openfootball_revision,openfootball_path,openfootball_source_lines,openfootball_line_hash,condition_init_tx_hash,condition_init_log_index,question_init_tx_hash,question_init_log_index,ancillary_data_sha256,token_verification_block_number,token_verification_block_hash,manifest_sha256,manifest_version,reviewed_at_utc
wc2026-m021-away-win,21,group_stage,L,Ghana,Panama,2026-06-17T23:00:00Z,2026-06-17T23:00:00Z,2026-06-18T01:30:00Z,away_win,Panama wins in regulation,Panama does not win in regulation,0xeb0de200851ebb80eb722c8b02e2226fe76e91e86a7cfe7e38042632e42d5ae9,98450368978745606301240607141388168410536324949220985931158206007509106995457,31139375658373627186377581234445414855633949084815334404242459933169147465734,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,307-311,b1a971090bb9999e41b9438a9e925f5e357fb75ce5fc1fca0ebbc4c6c94fbc3a,0xbcc47394795e73d02896fdbfe2a13428123c705b2507876ee4f7e9b5a95e3b58,129,0x3cd98c5b0f606c60b8f57ec551e8a44f3b23dd922c8f5ddc57326a7bbe5dd30d,47,59fa7070d06532241c70e64d0a182a004e8282a92b6916d8863e5d8436735c2a,85197087,0x8c0deb696bf4c10ef5868e69572bf09cbd0a896f7594158037a7e6a22030321a,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m022-home-win,22,group_stage,L,England,Croatia,2026-06-17T20:00:00Z,2026-06-17T20:00:00Z,2026-06-17T22:30:00Z,home_win,England wins in regulation,England does not win in regulation,0xb361c29b5481164886627cb175ed76792df30902e66ec329c0a3853f807fe8e9,45513813860398961340723481590130352932611791552209098368268600222240572304551,24133313707494092850711092386682366277896107608585551805723240128547108885965,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,307-308,8f3308ec8e467ad29b62c74b2f369df80a42cc3086dcdf206192320e820a157e,0xeebb39ff993d35419f3670ccf69609399791c023d7499157a9f0f1df32bc1ba6,209,0xa2c3ec78d9af6e6b5c56812eda28cb7a1f40bf123057b0161582932f575825c3,163,e218227c5e64ff6c146f07e1e85af08aa6a66cc845a40836a66f46cc424e54fc,85197045,0xae97e3bde2505b4089697755435c57aef16f0f1606411e60f7676cf331421180,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m022-draw,22,group_stage,L,England,Croatia,2026-06-17T20:00:00Z,2026-06-17T20:00:00Z,2026-06-17T22:30:00Z,draw,match draws in regulation,match does not draw in regulation,0x7c200c3facd45c4307c4d52d47a7d0d86fe219ff25eba92ff88a674d974c4ec3,92623193147229968536967595026209377290569876277152414806208806159046880692537,50545080256251056582241028938540948593923041913864499840342045303145217030803,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,307-308,8f3308ec8e467ad29b62c74b2f369df80a42cc3086dcdf206192320e820a157e,0x18d42a0847769751ac194748f30d7e4c31bcc00816a03a9cc5dec4f86cc9d2c6,95,0x3f0d9bb4df0caef00ed50f2cd8ca31a07c8c1c94275b2b4493be412db5eff3c5,91,41f3b2b94cdb7ba0fe30a00cb533f551d0d06c31e939eb6097244bb69cab29b6,85197048,0xf8efdb30f22992ba0ae94cbd6bbf3ae42b9b4b7d4a0308f169bbd8fd6a3d99bf,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m022-away-win,22,group_stage,L,England,Croatia,2026-06-17T20:00:00Z,2026-06-17T20:00:00Z,2026-06-17T22:30:00Z,away_win,Croatia wins in regulation,Croatia does not win in regulation,0x90b9d20ece132c342654f98e0826e972134b10f58d4789c2662bdc00eee44b13,55443738818158231803517291185008080654932985451404315852703585757411667902597,9034480185288483907818863813870578943004451820809035153211779217075068299306,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,307-308,8f3308ec8e467ad29b62c74b2f369df80a42cc3086dcdf206192320e820a157e,0x7d73ddec89931081cb1eb7f74ee83bb2e98676e58b183f50e053ef77222ff4ec,164,0x10432a57a0225371a4ac66d3502f5412e27112f5a90c9fc3658e9117184cb121,115,106b766bccb653c7dba8967c299a3289eb90d2a4475789a2c73528e97a192e84,85197052,0xb8aba79a9b619e39ed3dac4886b85dfe25a6d13557167a51517f567e703f6b8d,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m023-home-win,23,group_stage,K,Portugal,DR Congo,2026-06-17T17:00:00Z,2026-06-17T17:00:00Z,2026-06-17T19:30:00Z,home_win,Portugal wins in regulation,Portugal does not win in regulation,0xcaaa1338d38b5c614196c9a926dd84babc3984442f2ec9b937a16284a199ec3a,76071109489406808599878692125264766321676001700733380917373465772841855210643,81602004406758538382491290996526735522614396336164168992595136497342425298752,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,286-287,9204bf4fe5230b0c10b0792dac0a5bc5a250b892c35f60a1e5bb3fa6ceddcd41,0x99c99d1b8253488a07848ab2be220398cff36edf1ec7d8223b5f1526740d1431,65,0x16d714b3c0314020ac7e8fb2266f1117a9baa699142f45d9c301eebbca55b578,63,677480b6cf4002570a47c76e840bfae713d477216e3b12f302ee03906922a779,85197181,0xd2f1b16a8ba4f387e15b0350af04c19bf11b60993229bb274ca3e8842d85d7fb,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m023-draw,23,group_stage,K,Portugal,DR Congo,2026-06-17T17:00:00Z,2026-06-17T17:00:00Z,2026-06-17T19:30:00Z,draw,match draws in regulation,match does not draw in regulation,0xff1afdef47475128b85467bd1a3a4a3182da0c27409d81c2dc6c7d55b5467dad,2328333301741750345417630454121106244367883081134709887163965516147303610120,78248766724983621763573737038389694447239642193620905090046937500047661583273,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,286-287,9204bf4fe5230b0c10b0792dac0a5bc5a250b892c35f60a1e5bb3fa6ceddcd41,0xc434f812fce4b41f558a7482b31891fb7c4681fdea2348662da06dce806e17cc,47,0x28db78e29aa201bf51d2f25aea22154c64ac59afd487f6b61a5db003f8a8b08c,45,64e38af67463faa2378e0af731f47b6274892e6927bd3d7458bcfc58daaf9505,85197184,0xe4603944cd9514e7ff9f4481ce5cbff1021e192f4b9266ec0b018b85260609c2,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m023-away-win,23,group_stage,K,Portugal,DR Congo,2026-06-17T17:00:00Z,2026-06-17T17:00:00Z,2026-06-17T19:30:00Z,away_win,DR Congo wins in regulation,DR Congo does not win in regulation,0x26af99aaa2182c11f3f02ea8e9ee5527dd2d0f9680c73ffbd7bd0237cc64d5f2,59454896622130760276442490722222126894150925046963444585060045915889624278803,4956804300342509260742465597034180499952217002876541956814985530683852755534,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,286-287,9204bf4fe5230b0c10b0792dac0a5bc5a250b892c35f60a1e5bb3fa6ceddcd41,0xf35c8795e676147eb8bb2c78c34b879cbc72b5596dc7a6d777429c8607e5edb9,39,0x260008a4a1ffe93cb1b84adbcf71910bd426a5c8009e5882ff1a79249c96b411,28,4b49f54448ed6c7a48dc5181942a362e5d128b6e781c4ef457d7d95dd7ae30f7,85197188,0x4042da24ceb607f9292c4f80b9b9c1694c1ba625cfce54130fa12c890bbd0ecf,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m024-home-win,24,group_stage,K,Uzbekistan,Colombia,2026-06-18T02:00:00Z,2026-06-18T02:00:00Z,2026-06-18T04:30:00Z,home_win,Uzbekistan wins in regulation,Uzbekistan does not win in regulation,0x0ef9d17aff09c873dc47a93cfb13c42ab6274b4493e022fed1f228193714540d,42349324891891531052261785579549036042703894030589864369388972549681820562082,53504024487378502663487349310829425980545843150628800243348359721789466008786,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,286-290,cefd95eab2952ba94e0bf6d2f3594e5292117f2062656f8ce4e1e1ac17e793bd,0x6f92fb87c1d056dccaa6bb8949625b2538b845a12e207d4eaf8a2af08a7cd53f,61,0x09d430cf6e8db737ac019f705c9099bd0fb627b64c47a0edacb9aa9ae2649c4b,78,25b19e78bfea5c1072e902e13d299a61fef12471efe9f1a60dbae1d67acfbfab,85197635,0xf1c3f5db6cfd91bb47e35b238426fb3d7c80ded456329c6de11a7a6a4938a80b,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m024-draw,24,group_stage,K,Uzbekistan,Colombia,2026-06-18T02:00:00Z,2026-06-18T02:00:00Z,2026-06-18T04:30:00Z,draw,match draws in regulation,match does not draw in regulation,0x3e0e84f19abf090dae4490caf1d7f74d5cbaa5d49fa0d64bee52a42b0f71c7e4,29696609003438481519695227807182574735991421576025755342707611041941932867266,103671192130396825649850788045929703309835394847588822431244016656984335103137,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,286-290,cefd95eab2952ba94e0bf6d2f3594e5292117f2062656f8ce4e1e1ac17e793bd,0x11bc8ca5b9e44929c3a78f4dfbb8531ca821f750209cc20c5255b464756ce482,29,0x2ed767ace50363ac231b806617819045989cf7777a45593e5bb6ebfb5cafbb73,10,007370cbf858c6e77799d78f2a047a8e2be5a9f21ab9a2c8606cf0cfc1b89fdf,85197639,0xcbf06ba0e791d77e2f1b6fd0351093c57b750cf3087af6ebe68448f5449ef88b,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m024-away-win,24,group_stage,K,Uzbekistan,Colombia,2026-06-18T02:00:00Z,2026-06-18T02:00:00Z,2026-06-18T04:30:00Z,away_win,Colombia wins in regulation,Colombia does not win in regulation,0x2f00e48e914ba6606867a6347e90c48cc1fd4da66cc196a191786637f40848e9,107303881689780116979934419713652545873528717512161697004408881489729317049047,92624860207773443598679158569691006912664137024710628321543806874233882206974,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,286-290,cefd95eab2952ba94e0bf6d2f3594e5292117f2062656f8ce4e1e1ac17e793bd,0x40578352e34b29051a3749482068dec53dbcd9af973b376ba331fe00dd640e28,16,0xa1f236cad782487218dec2ce0df2cfca0e109d2c6decaa876518f72bea6baccd,14,e9bc52c3b06691600af5a9bec75e1fc09f209362aec0dcd5f83d5f07d4fcd981,85197642,0x170cba6318d9e41332eabeb5836473a62e17a7d3b7da7aa0d231cafb2d267f34,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m025-home-win,25,group_stage,A,Czech Republic,South Africa,2026-06-18T16:00:00Z,2026-06-18T16:00:00Z,2026-06-18T18:30:00Z,home_win,Czech Republic wins in regulation,Czech Republic does not win in regulation,0x825bc4151fd9c139c4f0400c1a6f5d60cf67b2d04f12d69fd9fb5de67b13e4bc,37088846718363125743947103938325144949409419304219830474975395227343762118615,6720261073418215563718103286853488137969010585356411673103683130368799140898,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,84-85,2c156ccd23b731a315516acda024326d57444a547b705389d2895c25959d6ad9,0xafead40b5a3a5a51d06d9a2f957af5c6011f2a0953caa16cf4b6ac7198540ba3,17,0xf5d99c24bc9944e5363fd764b18e222406e551951f361a79706606dac5213d91,15,c9ae8a1f6003c6ebaa42ab08158069a6e417c902c8fa68e6edb878abc9a7e142,85197550,0xe31d275a4136521656effc5e61fc386f495073c67c7ffd569e6b17401549ced6,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m025-draw,25,group_stage,A,Czech Republic,South Africa,2026-06-18T16:00:00Z,2026-06-18T16:00:00Z,2026-06-18T18:30:00Z,draw,match draws in regulation,match does not draw in regulation,0x0fac1fde9bf271efa6a8bcd382db88003f661f051ee7644c85ff96a6a4b2e57a,25547941541163379167027433013111695108245471419110558598651133766324877924515,60431477999685228860778768728204508886080943663880226856492621568690699740331,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,84-85,2c156ccd23b731a315516acda024326d57444a547b705389d2895c25959d6ad9,0x39f2eed9095c28ef69623fcda7ca86dcd6bebc6483f51f5d03c7629f7b472bb4,31,0x9f40f0b823ac665d165c537190b3e997b01502a7b8cdb24d2fca8df126e7db59,17,eb9f151f55357aedb00acfb64dd6913bcb4790fe66edc1a68c9eacceafd59dc1,85197554,0xddfc6800e3de71a125a2cc264104dc56dd9058e80845504617cf4983143072f2,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m025-away-win,25,group_stage,A,Czech Republic,South Africa,2026-06-18T16:00:00Z,2026-06-18T16:00:00Z,2026-06-18T18:30:00Z,away_win,South Africa wins in regulation,South Africa does not win in regulation,0x845d6997f4b60fbcf81e8cac4510bb18988efe56e0318d77e476124c9ce80ce8,29904085738634800807850286108673899231278214025131538572228243310371586316124,99683185777271741342094704079199879241519845278851731174161678408962300303360,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,84-85,2c156ccd23b731a315516acda024326d57444a547b705389d2895c25959d6ad9,0xe810abe80f792355feee9cf4af15803630af0aaee59ed470d3f108f77c8b551b,7,0x7d41b495d295286fc98dfb26a1413c5128edd38f1d623d217bb85334b08f61b1,5,7d4ffae6871cf536ae219886b400a84b4538331b14c258c27c4ee5ed0855907c,85197557,0x9f323a0d20b6f06a0778831b16273e2a0bd517e2e22f7924329964e8a031ab1e,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m026-home-win,26,group_stage,B,Switzerland,Bosnia & Herzegovina,2026-06-18T19:00:00Z,2026-06-18T19:00:00Z,2026-06-18T21:30:00Z,home_win,Switzerland wins in regulation,Switzerland does not win in regulation,0x870bb248c96c52dcf35390a66542471c5bba2896942d6bc97ade41a418646ba8,106591280142630626115724651117201657682325101150171422307265130569697670708657,76507971848043749479045649569303428171396770588284452773824416149791217912444,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,103-104,979e9623f937af1a6fce8c283b72b8b6aaba150d5d753b9eec670e7118a5bb2d,0x83ce8cbde8777e4d3e48d628c871578c5856708252281e4a620e430843f78ed0,150,0x614c23e18d3a73496bfd78a32d4f7f1f27a7150488862284ca987896f5f0842d,144,8464deb1798fc78725ff38a8f8c74c288883b2c99b455e6cb9ddd1617405ad00,85197135,0x50f79be3b1fbb5fe327352676b2450be28a2ff06da13e838a0da1f05922c86e6,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m026-draw,26,group_stage,B,Switzerland,Bosnia & Herzegovina,2026-06-18T19:00:00Z,2026-06-18T19:00:00Z,2026-06-18T21:30:00Z,draw,match draws in regulation,match does not draw in regulation,0x04f0f21d77609ef19ef1c36749a8f522e471802384f484b80de4f789b1a90bb4,32304224949031261019227504618353662335004029148594248531414917789977278987468,32210064122775620935763348212807554372252815175271486060279685698923175170481,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,103-104,979e9623f937af1a6fce8c283b72b8b6aaba150d5d753b9eec670e7118a5bb2d,0xb1da1c67aaa6cd36fbda8890ce930f15e02cf1952b6207427caf763f6a5a6b58,162,0x461e0d29c886a0570edb92add98e191b58832197616a4e565431494871a93596,191,66a94adce65d329c907d727be0f9ad98794f59cbef5a91e777c7c1de8170ebd3,85197139,0xde65f639fe801dc49f3d0eb962010ae5f54829864389b17dcba8937c1c44446a,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m026-away-win,26,group_stage,B,Switzerland,Bosnia & Herzegovina,2026-06-18T19:00:00Z,2026-06-18T19:00:00Z,2026-06-18T21:30:00Z,away_win,Bosnia & Herzegovina wins in regulation,Bosnia & Herzegovina does not win in regulation,0x271f673391000932a03311e9a6ce6152eb4e1a60bda85a9ce7c14e87dadcdfd4,66489726367925595502503158446006075400401621519147621264189323965755835894613,79289118785252245773845827081055598628373979329009391152835622531596174287069,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,103-104,979e9623f937af1a6fce8c283b72b8b6aaba150d5d753b9eec670e7118a5bb2d,0xb9bd9bb867bbdee5b84d1f09ee986a484f156b350aedcd84bba57f07e5cb1c28,172,0xbf599f48b2655f80948d32125313e801c662cd03eee45628385626552764b797,170,6274cd6f412849d4c4dc40aad3247ca8b7cd076dd24a28eb0fae3f8bf4569188,85197142,0x5fb68fc5e7cfa8d76b0dec9653a156ce6bb576daa64637ea19f016be6b30afb9,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m027-home-win,27,group_stage,B,Canada,Qatar,2026-06-18T22:00:00Z,2026-06-18T22:00:00Z,2026-06-19T00:30:00Z,home_win,Canada wins in regulation,Canada does not win in regulation,0xc90f95af1a5d4e392fe9cc484f1b1a0983687865e7b85910ae89300c2076e4a1,72434460309427898004674696764153066565237298072408402131497058701161364650505,2736398847139870519983348245683208192410955754758105083602339778470455030980,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,103-107,8463db70b42fbb5842186b9241afa2001a20d00e3159119cccf51720d0d7f222,0xfd19449e3cd65fd731f63733d7ef059c46c4dc4205bd649266e0ed15ac6e0c75,58,0x93d42aca453f82793ac0e5d8e7cab661197c326a18e67e2873c754c492718223,54,45723b135952e53970889f90993919b88b741dd4e9305a817d468341cdfb2715,85197561,0xed8421efaaf7e7552d09a4dfde3d9187bf95e5e4cb19d9dc95299c311b67c234,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m027-draw,27,group_stage,B,Canada,Qatar,2026-06-18T22:00:00Z,2026-06-18T22:00:00Z,2026-06-19T00:30:00Z,draw,match draws in regulation,match does not draw in regulation,0x4691465cd4ac73b2fc650d87ba8a4b9cb41dac7d7c74b746b9fefe93803acf9b,20349696283279625969179471671979665049068091025127882278606364235785111743882,85195198594036575100635715507533418076874949402350196015086288093860025726874,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,103-107,8463db70b42fbb5842186b9241afa2001a20d00e3159119cccf51720d0d7f222,0x1250a272837eab10b9a7f819951836729b0f46cf9ae0a745cec69afd9639a49b,98,0x8753e4b0696cc1c6951f505ac8a2d68867fc873a92ea037a220ab7aa8eb9d27a,186,88ae69f35fe4563bdb548c38dc424a21528d7326343fb2c732cec867086aa797,85197565,0xd0e0430ae803f51da2e60f405b211a7c1cfb555a2fc3ffdea33b35425aad51ef,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m027-away-win,27,group_stage,B,Canada,Qatar,2026-06-18T22:00:00Z,2026-06-18T22:00:00Z,2026-06-19T00:30:00Z,away_win,Qatar wins in regulation,Qatar does not win in regulation,0xbbf3d45e340d1b69feb4f8b1078ecd4e79012299766980def72c58e6dc811117,12449312449220028732329011560175624873500857403580896927070982513454645477597,24822288041920622389619332035711355063556238486397702971675665113537593655757,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,103-107,8463db70b42fbb5842186b9241afa2001a20d00e3159119cccf51720d0d7f222,0xb91b4350fb0a0af823a39bb53ed20b517df1df410d256e41b57b8422021bc21d,90,0x9c171030298d0955291457860c8553aaf73b4fb14b935566543aed628fec0085,88,fc241a8e73167bf23f48ac469e21667a848aecc58256d255cd7d56aeafd0547a,85197568,0x4ce1d1fc362a82fca782c015635e1aa5b71b28201c594bb5c946f1b246285330,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m028-home-win,28,group_stage,A,Mexico,South Korea,2026-06-19T01:00:00Z,2026-06-19T01:00:00Z,2026-06-19T03:30:00Z,home_win,Mexico wins in regulation,Mexico does not win in regulation,0x6f05c7bc5ad978f8f9916f05d30a7f752e02b81508c56d82ed7c9245bca163b0,84622337225923971667543390025202237459542894380445135038857655043890030217262,6475664574853487589307000579070420920333411302268516614731603567311278340454,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,84-87,91e23caae024cf58ad482e5c98df00470a284f649a2c5da9bb82a911e3fd92b4,0x722102d1f78bcc38fa1bfedf53da43aaa334c7acbf01202a84147ca8c0e3b213,112,0xf795a97a49358183fb17dd9c7895eaa7aac65c2c91fe009fda414241fa962fa5,107,2f506575b28d1140d635dab220c2602946eb67463d4659de3c862424aff6b250,85197034,0xadb6bd8a5024960ca090f4079b1b8bf7900fa7cc94e612f9bbf9bcc086b32682,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m028-draw,28,group_stage,A,Mexico,South Korea,2026-06-19T01:00:00Z,2026-06-19T01:00:00Z,2026-06-19T03:30:00Z,draw,match draws in regulation,match does not draw in regulation,0x95e8c492f878a1c6b04e47caceee107037a26e4a8b040041b28a3be8eb0f6942,51958120300750633024043231741875227303543295888125840580124643399830654381246,113916161974517087375531703144301863196719799992347466230963155791909486342579,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,84-87,91e23caae024cf58ad482e5c98df00470a284f649a2c5da9bb82a911e3fd92b4,0xd99c5eb8c8fa17ed877e6cbd35b03fb6b7ed28773ef42043c5975a9e0c75c098,102,0xd0a639079503b441fc590fce9b63ce2fb4c498a5b0b1152c88316b4b39586bf9,65,b86f4b2fcc67a3a392f1b62197ce6842153dfb712b1194edca405460aa1e4793,85197038,0xf30f286521ca0c462356a4cd5021ff574e6018bedc99a1fb2d7d0d0ce7aba609,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m028-away-win,28,group_stage,A,Mexico,South Korea,2026-06-19T01:00:00Z,2026-06-19T01:00:00Z,2026-06-19T03:30:00Z,away_win,South Korea wins in regulation,South Korea does not win in regulation,0xa6ae199ce172475dd0e29d7584810a15a1d4608398d2f42d7ca39bfac45ed52b,40559900670015709472472801511880289852513956415696043408438494025364180866146,82329952143881965276981455380089620795478748889597010389152839311119926936316,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,84-87,91e23caae024cf58ad482e5c98df00470a284f649a2c5da9bb82a911e3fd92b4,0x3f2cd76cfa872ca0ff42d2dcf19286c422f7c66cd1165287e318c9986577c4a5,85,0x6da0eacf72149c5f7ff7537d90a7998ae3ce3f970a8107b292acb762ea489f36,83,5ed5f24bb9913796bd13d5dde8d044052d0e8403089438891501c58e6e6daeed,85197041,0x8c179f50ab932b6a1809089979a7c1ddb267ac79bd208b667711346b21be7937,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m029-home-win,29,group_stage,C,Brazil,Haiti,2026-06-20T00:30:00Z,2026-06-20T00:30:00Z,2026-06-20T03:00:00Z,home_win,Brazil wins in regulation,Brazil does not win in regulation,0xc90381f6021b8dc8d07dd3d783d3927f34706f8ce1ed097b21cc92f31b5be076,103041090730063233481678246468943921262520375914356653176409396265510672924686,22743545232446807558100435971371787452946094386062548304401212118766791219432,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,125-128,f9c1df8429fe45d27e2c1153a1e9660c937775d96680ef5ff00359ff890cf573,0x2b56d571c1e4fc74f7cd0a1ff7eb414eb731ea78290fefc97a4c955806dfc1d5,308,0xb0578829278bf5da97d816dfc106b2309fb61a20227d4d3790e02f941851e9d3,537,dde19151cca5ce05eabad0012dcd8edfa140cae3d48831e3f6fb7d977e3dfff0,85197248,0x62f5eeea417c1ba37849d324449e466e6f8de9b047670ac8fbe2c159ac2c68f8,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m029-draw,29,group_stage,C,Brazil,Haiti,2026-06-20T00:30:00Z,2026-06-20T00:30:00Z,2026-06-20T03:00:00Z,draw,match draws in regulation,match does not draw in regulation,0xd414a4bdb4c86f835fb31e432ab3ea15e374fe7f39b6b0a224c7a521378967ea,44654769333046528346139965331873489889567163297280225286353492828529494504482,105638327430349039332269043910857920842021533048823162843186163355170846964791,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,125-128,f9c1df8429fe45d27e2c1153a1e9660c937775d96680ef5ff00359ff890cf573,0xb5795ce59df57bc45e84f8af82a92948a74d0cdf9007c291aff3f71148eca37c,301,0x7ae4144230000155f17f97520633fb21ce128baa1c4e7a928c87ed3c4fb2d7d2,299,ecbe9a2c4a07a9d9a6b12d45e0f50f2d113581959d2d618308a541caa375bedb,85197251,0xaa7e648797b35b0d5b7a0bceafd2324180fb09817a4086b25c6c04c1dc7f2164,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
